model,num_param,memT,memR,memA,memM,energy,co2,train_time,infer_time,test_00,inf_time,tr_acc,test_01,test_02,test_03,test_04,test_05,test_06,test_07,test_08,test_09,pretrain,type,efficient,dataset,pen
resnet32ts,17963616,25.435111424,4.888461312,0.289644032,4.270149632,0.030365900481,2.231893685371,4.279052734375,0,0.5335771276595744,2.099853205680847,0.9956896551724138,0.5648271276595744,0.5821143617021277,0.5980718085106383,0.5917553191489362,0.6240026595744681,0.5821143617021277,0.6392952127659575,0.6240026595744681,0.6446143617021277,0.0,CNN,0,lidc_small,0.5758456385224304
resnet152d,60212040,25.435111424,8.912896,0.962283008,8.521159168,0.019824386029,2.438399481558,12.372459650039673,0,0.5236037234042553,6.304689025878906,0.9967672413793104,0.569813829787234,0.5565159574468085,0.5448803191489362,0.5591755319148937,0.5681515957446809,0.6120345744680851,0.5897606382978723,0.602061170212766,0.620345744680851,0.0,CNN,0,lidc_small,0.5754786760136036
resnet14t,10081632,25.435111424,2.487222272,0.153035264,2.107773952,0.003373506765,0.497592247872,2.45088529586792,0,0.5741356382978723,1.1962144374847412,0.9956896551724138,0.6033909574468085,0.613031914893617,0.5847739361702128,0.5874335106382979,0.6063829787234043,0.5990691489361702,0.5475398936170213,0.6027260638297872,0.5831117021276596,0.0,CNN,0,lidc_small,0.5754767193930983
eca_botnext26ts_256,10593301,25.435111424,4.8234496,0.158931456,4.027185664,0.008653122208,1.276335525722,5.4642720222473145,0,0.5272606382978723,2.798991298675537,0.9956896551724138,0.5295877659574468,0.5880984042553191,0.5970744680851063,0.5571808510638298,0.6269946808510638,0.6003989361702128,0.5957446808510638,0.5837765957446809,0.5940824468085106,0.0,Other,0,lidc_small,0.5745307336287268
cs3sedarknet_l,21913592,25.435111424,4.689231872,0.35723264,4.043121664,0.031082944114,2.564342889429,4.377037525177002,0,0.5558510638297872,2.127069425582886,0.9849137931034484,0.5571808510638298,0.5914228723404256,0.6103723404255319,0.6496010638297872,0.6107047872340425,0.6276595744680851,0.6615691489361702,0.6243351063829787,0.6439494680851063,0.0,Other,1,lidc_small,0.573806185271782
cspresnet50,21616168,25.435111424,4.192206848,0.354753024,4.118751744,0.029069136,2.383669151968,4.103811740875244,0,0.5332446808510638,2.080692982673645,0.9935344827586208,0.5947473404255319,0.6107047872340425,0.6243351063829787,0.6233377659574468,0.6030585106382979,0.6017287234042553,0.604720744680851,0.648936170212766,0.6379654255319149,0.0,Other,1,lidc_small,0.5725142921641518
pnasnet5large,86057668,25.435111424,22.655533056,1.355821568,21.714589696,0.037242436893,4.413228771852,23.062101364135746,0,0.6220079787234043,11.039505410194398,0.9800047892720308,0.5917553191489362,0.6043882978723404,0.5538563829787234,0.5887632978723404,0.5907579787234043,0.648936170212766,0.6532579787234043,0.6811835106382979,0.6559175531914894,0.0,Other,0,lidc_small,0.572121245851804
tinynet_a,6187972,25.435111424,4.798283776,0.098345984,4.228481024,0.004469244381,0.663682790559,3.091423273086548,0,0.4893617021276595,1.4017284393310547,0.98647030651341,0.508311170212766,0.567154255319149,0.5644946808510638,0.5651595744680851,0.5757978723404256,0.6100398936170213,0.5458776595744681,0.5914228723404256,0.5821143617021277,0.0,CNN,1,lidc_small,0.5720595473663382
densenet121,7978856,25.435111424,6.0817408,0.131485184,5.671460352,0.00875536329,1.300171448591,5.626474380493164,0,0.5285904255319149,2.7115412950515747,0.988146551724138,0.5711436170212766,0.6153590425531915,0.6279920212765957,0.6173537234042553,0.6063829787234043,0.6240026595744681,0.640625,0.6529255319148937,0.5917553191489362,0.0,CNN,0,lidc_small,0.5720577444863018
resnetrs152,86621576,25.435111424,11.697913856,1.385628672,11.058323968,0.02338296445,2.77088128731,14.531513929367064,0,0.6013962765957447,7.227993106842041,0.9692289272030652,0.5801196808510638,0.6256648936170213,0.5934175531914894,0.5581781914893617,0.628656914893617,0.6276595744680851,0.6299867021276596,0.6343085106382979,0.6236702127659575,0.0,CNN,0,lidc_small,0.5711475647639035
hardcorenas_a,5260232,25.435111424,2.332033024,0.085733376,2.089581056,0.002501360285,0.371452002254,1.8893516063690183,0,0.5289228723404256,0.8525965929031372,0.9978448275862069,0.4976728723404255,0.5226063829787234,0.557845744680851,0.5548537234042553,0.5558510638297872,0.573470744680851,0.5641622340425532,0.5804521276595744,0.5764627659574468,0.0,Other,1,lidc_small,0.5708471832591586
regnetv_040,20640640,25.435111424,7.226785792,0.340829184,6.699993088,0.044023987265,3.47789499397,6.121101140975952,0,0.5176196808510638,2.9497370958328246,0.9698275862068966,0.5804521276595744,0.6153590425531915,0.5987367021276596,0.6186835106382979,0.6113696808510638,0.6303191489361702,0.6123670212765957,0.632313829787234,0.6678856382978723,0.0,CNN,0,lidc_small,0.5693163259264441
nasnetalarge,88753150,25.435111424,21.14977792,1.41412608,20.229133312,0.038495178087,4.580926192294,23.796478748321533,0,0.6392952127659575,11.031249165534971,0.9638409961685824,0.6276595744680851,0.6269946808510638,0.6715425531914894,0.620345744680851,0.6505984042553191,0.6200132978723404,0.6602393617021277,0.6505984042553191,0.6542553191489362,0.0,Other,0,lidc_small,0.5682294986628673
selecsls60b,32774064,25.435111424,3.101687808,0.53322752,2.863355392,0.027313703524,1.85733183964,3.8823187351226807,0,0.535904255319149,1.937904381752014,0.9795258620689656,0.5728058510638298,0.5884308510638298,0.5618351063829787,0.6303191489361702,0.5894281914893617,0.6117021276595744,0.6190159574468085,0.6017287234042553,0.6269946808510638,0.0,CNN,0,lidc_small,0.5661767883868488
ese_vovnet19b_dw,6543080,25.435111424,3.835691008,0.11028736,3.31211264,0.003735517408,0.554724335024,2.742255926132202,0,0.5009973404255319,1.3425294876098632,0.9827586206896552,0.5219414893617021,0.546875,0.589095744680851,0.5269281914893617,0.5894281914893617,0.542220744680851,0.6113696808510638,0.5777925531914894,0.5731382978723404,0.0,CNN,1,lidc_small,0.5648402654420781
dla46_c,1301400,25.435111424,2.524971008,0.019216384,1.865551872,0.002375799812,0.350430472232,1.9831037521362305,0,0.5455452127659575,0.8867238521575928,0.9213362068965516,0.5438829787234043,0.5644946808510638,0.5874335106382979,0.539561170212766,0.5492021276595744,0.5488696808510638,0.5625,0.4996675531914893,0.5691489361702128,0.0,CNN,0,lidc_small,0.5638803327951076
ghostnet_100,5182508,25.435111424,2.053111808,0.082644992,1.881488384,0.00308090738,0.45751474588,2.2641489505767822,0,0.5694813829787234,1.0315335512161254,0.9843151340996168,0.5681515957446809,0.6133643617021277,0.5721409574468085,0.5967420212765957,0.5704787234042553,0.6053856382978723,0.5930851063829787,0.5897606382978723,0.5701462765957447,0.0,CNN,1,lidc_small,0.5633207974720943
gluon_resnet152_v1b,60192808,25.435111424,8.831107072,0.961088,8.202082816,0.019312759873,2.37546946434,12.030536890029907,0,0.5222739361702128,6.131469464302063,0.965397509578544,0.585438829787234,0.620345744680851,0.6326462765957447,0.6349734042553191,0.6023936170212766,0.6552526595744681,0.635970744680851,0.6000664893617021,0.6053856382978723,0.0,CNN,0,lidc_small,0.5626508062984155
dpn98,61570728,25.435111424,12.146704384,0.962920448,10.169289216,0.026902421822,3.322449095,16.76594066619873,0,0.4777260638297872,7.889639592170715,0.9622844827586208,0.4890292553191489,0.5601728723404256,0.5847739361702128,0.6283244680851063,0.6000664893617021,0.6313164893617021,0.6236702127659575,0.6080452127659575,0.6220079787234043,0.0,CNN,0,lidc_small,0.5624953629490139
efficientnet_b0,5288548,25.435111424,4.513071104,0.08576256,3.868971008,0.003650241308,0.542060834215,2.792471647262573,0,0.5305851063829787,1.2569326639175415,0.990301724137931,0.4996675531914893,0.5372340425531915,0.555186170212766,0.5634973404255319,0.5528590425531915,0.5764627659574468,0.5648271276595744,0.5631648936170213,0.5704787234042553,0.0,CNN,1,lidc_small,0.562405080706577
resnetrs270,129861448,25.435111424,20.937965568,2.084453376,20.111435264,0.041873125717,5.024775086061,25.870795726776123,0,0.578125,12.93434672355652,0.9827586206896552,0.6163563829787234,0.6007313829787234,0.5674867021276596,0.6389627659574468,0.645279255319149,0.6396276595744681,0.6512632978723404,0.6336436170212766,0.6542553191489362,0.0,CNN,0,lidc_small,0.5617480849898898
gernet_l,31078280,25.435111424,2.68435456,0.49069824,2.359686144,0.027314937906,1.857415777585,3.7735707759857178,0,0.5425531914893617,1.8185933351516723,0.9633620689655172,0.5748005319148937,0.598404255319149,0.628656914893617,0.6439494680851063,0.613031914893617,0.6429521276595744,0.6313164893617021,0.6459441489361702,0.6220079787234043,0.0,CNN,1,lidc_small,0.5616713294864697
wide_resnet50_2,68883240,25.435111424,6.371147776,1.104977408,5.66217472,0.014425133827,1.731016059239,9.32822871208191,0,0.484375,4.698069381713867,0.978448275862069,0.6000664893617021,0.5488696808510638,0.648936170212766,0.6193484042553191,0.6033909574468085,0.6180186170212766,0.6223404255319149,0.6266622340425532,0.5934175531914894,0.0,CNN,0,lidc_small,0.5615598393596785
resnetaa50,25557032,25.435111424,4.756340736,0.401489408,4.067626496,0.039691547079,3.036403351508,5.675492286682129,0,0.4830452127659574,2.8660298585891724,0.9724616858237548,0.5076462765957447,0.5777925531914894,0.567154255319149,0.5558510638297872,0.6080452127659575,0.5964095744680851,0.6256648936170213,0.6236702127659575,0.6482712765957447,0.0,CNN,0,lidc_small,0.5607408687857532
eca_resnet33ts,19676302,25.435111424,5.062524928,0.323004416,4.492609024,0.032813813847,2.493849852395,4.502840042114258,0,0.5472074468085106,2.200071144104004,0.9913793103448276,0.6146941489361702,0.5944148936170213,0.6030585106382979,0.5994015957446809,0.6090425531914894,0.5794547872340425,0.5851063829787234,0.6336436170212766,0.6329787234042553,0.0,Other,1,lidc_small,0.5606298692664231
ecaresnetlight,30162046,25.435111424,3.990880256,0.474310144,3.742012928,0.035883352002,2.475951288156,4.949004173278809,0,0.558843085106383,2.448244976997376,0.9816810344827588,0.5598404255319149,0.6017287234042553,0.5757978723404256,0.6180186170212766,0.6293218085106383,0.636968085106383,0.6196808510638298,0.6439494680851063,0.6373005319148937,0.0,Other,0,lidc_small,0.5584863641364025
resnet200d,64693064,25.435111424,12.262047744,1.036199424,11.796378112,0.026689539354,3.20274472249,16.56840181350708,0,0.5485372340425532,8.4908611536026,0.9816810344827588,0.5880984042553191,0.6023936170212766,0.5874335106382979,0.632313829787234,0.5990691489361702,0.6196808510638298,0.6033909574468085,0.629654255319149,0.6170212765957447,0.0,CNN,0,lidc_small,0.5584085588552442
mnasnet_100,4383312,25.435111424,2.487222272,0.070761472,2.0222208,0.002620164931,0.389094492269,1.975064039230347,0,0.5103058510638298,0.916690993309021,1.0,0.5249335106382979,0.5571808510638298,0.5492021276595744,0.5222739361702128,0.5305851063829787,0.5561835106382979,0.5684840425531915,0.5764627659574468,0.5641622340425532,0.0,Other,1,lidc_small,0.5584081120765257
ecaresnet26t,16011916,25.435111424,3.833593856,0.24851712,3.374299136,0.028386755712,2.583194769767,3.9162769317626953,0,0.5508643617021277,1.916357159614563,0.988146551724138,0.5492021276595744,0.5920877659574468,0.5844414893617021,0.590093085106383,0.5711436170212766,0.6090425531914894,0.5997340425531915,0.5990691489361702,0.6200132978723404,0.0,Other,1,lidc_small,0.5577471711271282
selecsls42b,32458248,25.435111424,2.711617536,0.527406592,2.47131392,0.024752163914,1.683147146153,3.411882877349853,0,0.5831117021276596,1.6964861154556274,0.961206896551724,0.5940824468085106,0.6027260638297872,0.6236702127659575,0.6502659574468085,0.6339760638297872,0.6226728723404256,0.6107047872340425,0.6143617021276596,0.6120345744680851,0.0,CNN,0,lidc_small,0.5577414530435185
seresnext26d_32x4d,16809512,25.435111424,4.779409408,0.260372992,4.141955584,0.035567130624,2.863154015204,4.850155353546143,0,0.5319148936170213,2.321206474304199,0.9709051724137931,0.598404255319149,0.5472074468085106,0.6126994680851063,0.6223404255319149,0.6160239361702128,0.6306515957446809,0.5794547872340425,0.6180186170212766,0.6346409574468085,0.0,Other,0,lidc_small,0.5567624716624272
dla34,15742104,25.435111424,2.952790016,0.250120704,2.2739072,0.005329801166,0.788810572567,3.51630973815918,0,0.5,1.6984598636627195,0.9676724137931034,0.4863696808510638,0.5219414893617021,0.5415558510638298,0.5804521276595744,0.5754654255319149,0.5625,0.5488696808510638,0.5615026595744681,0.5681515957446809,0.0,CNN,0,lidc_small,0.5564871301328361
seresnet33ts,19779200,25.435111424,5.135925248,0.325371904,4.489670144,0.032873812731,2.498409767527,4.532238960266113,0,0.570811170212766,2.215156245231628,0.9843151340996168,0.6329787234042553,0.6146941489361702,0.6240026595744681,0.6339760638297872,0.652593085106383,0.6456117021276596,0.6615691489361702,0.6379654255319149,0.6279920212765957,0.0,Other,0,lidc_small,0.5560969227222976
gluon_inception_v3,23834568,25.435111424,3.003121664,0.379173888,2.597266432,0.028413391341,2.17362443757,3.796840906143189,0,0.4840425531914893,1.7896595001220703,0.9859913793103448,0.567154255319149,0.5269281914893617,0.5631648936170213,0.6097074468085106,0.614029255319149,0.609375,0.6502659574468085,0.6519281914893617,0.6180186170212766,0.0,CNN,0,lidc_small,0.5559004266898786
resnetrs200,93209992,25.435111424,16.162750464,1.490772992,15.434932736,0.0312585387,3.719766105281,19.637991189956665,0,0.5332446808510638,9.8140394449234,0.9713840996168582,0.5405585106382979,0.6216755319148937,0.6146941489361702,0.6030585106382979,0.5930851063829787,0.6220079787234043,0.5764627659574468,0.581781914893617,0.6236702127659575,0.0,CNN,0,lidc_small,0.555394119458441
resnetblur50,25557032,25.435111424,5.435817984,0.401524224,4.718007808,0.041512529123,3.0719271551,5.934811115264893,0,0.522938829787234,3.016537833213806,0.9795258620689656,0.6303191489361702,0.6180186170212766,0.6299867021276596,0.6412898936170213,0.6253324468085106,0.6113696808510638,0.6087101063829787,0.6349734042553191,0.6449468085106383,0.0,CNN,0,lidc_small,0.5544308247566218
edgenext_base,18511292,25.435111424,4.777312256,0.31686656,4.31880192,0.051753983464,3.803917784622,7.0021138191223145,0,0.5495345744680851,3.25377733707428,0.9838362068965516,0.6419547872340425,0.6565824468085106,0.6688829787234043,0.6482712765957447,0.6153590425531915,0.6392952127659575,0.682845744680851,0.6329787234042553,0.6665558510638298,0.0,Other,1,lidc_small,0.553830980920703
ecaresnet50d,25576350,25.435111424,5.645533184,0.40245504,5.164180992,0.044193766843,3.447113813763,6.199889659881592,0,0.6349734042553191,3.0588364601135254,0.9633620689655172,0.6060505319148937,0.6087101063829787,0.6339760638297872,0.6412898936170213,0.5804521276595744,0.6256648936170213,0.6266622340425532,0.6299867021276596,0.647938829787234,0.0,Other,1,lidc_small,0.551999172733279
darknetaa53,36022984,25.435111424,5.320474624,0.58402304,4.533753856,0.04150174181,2.656111475838,5.9334776401519775,0,0.504654255319149,2.9197062492370605,0.9571360153256704,0.6043882978723404,0.6170212765957447,0.604720744680851,0.6200132978723404,0.6200132978723404,0.585438829787234,0.621343085106383,0.6426196808510638,0.6409574468085106,0.0,CNN,0,lidc_small,0.5510214514760281
resnet26d,16014408,25.435111424,3.351248896,0.24670464,2.937714176,0.02526583981,2.299191422682,3.5154054164886475,0,0.5641622340425532,1.7500664949417115,0.962763409961686,0.5861037234042553,0.5638297872340425,0.6110372340425532,0.6366356382978723,0.605718085106383,0.6259973404255319,0.629654255319149,0.6519281914893617,0.6053856382978723,0.0,CNN,0,lidc_small,0.5506685789088187
cs3darknet_focus_l,21151720,25.435111424,3.787456512,0.347042304,3.544518656,0.027605784129,2.374097435076,3.8096518516540527,0,0.5442154255319149,1.8802234411239624,0.9601293103448276,0.527593085106383,0.6037234042553191,0.6276595744680851,0.6107047872340425,0.6316489361702128,0.6422872340425532,0.601063829787234,0.6462765957446809,0.6097074468085106,0.0,CNN,0,lidc_small,0.549995908342228
gcresnet50t,25897080,25.435111424,4.861198336,0.407015936,4.172265472,0.038856689161,3.030821754583,5.496747016906738,0,0.5601728723404256,2.7456838846206666,0.9913793103448276,0.5990691489361702,0.585438829787234,0.6103723404255319,0.613031914893617,0.6040558510638298,0.6077127659574468,0.6223404255319149,0.6113696808510638,0.6326462765957447,0.0,Other,0,lidc_small,0.5487841171151444
xception41p,26907752,25.435111424,6.916407296,0.421856768,5.951378944,0.048984204625,3.845260063042,6.852279424667358,0,0.5751329787234043,3.309639382362365,0.962763409961686,0.5841090425531915,0.602061170212766,0.6545877659574468,0.6117021276595744,0.6230053191489362,0.6432845744680851,0.6276595744680851,0.6013962765957447,0.6539228723404256,0.0,CNN,0,lidc_small,0.5482969314166554
gc_efficientnetv2_rw_t,13677713,25.435111424,6.083837952,0.22280448,5.538115072,0.007717191326,1.169154485946,4.9170801639556885,0,0.5216090425531915,2.2579281330108643,0.9978448275862069,0.5595079787234043,0.5412234042553191,0.5435505319148937,0.538563829787234,0.5465425531914894,0.5488696808510638,0.5511968085106383,0.5435505319148937,0.5644946808510638,0.0,Other,1,lidc_small,0.5478669463354275
semnasnet_075,2912278,25.435111424,2.782920704,0.045794816,2.101021696,0.002517203894,0.371287574359,1.91126561164856,0,0.538563829787234,0.8892195224761963,1.0,0.5369015957446809,0.5472074468085106,0.543218085106383,0.5492021276595744,0.5458776595744681,0.5492021276595744,0.5475398936170213,0.5581781914893617,0.5518617021276596,0.0,Other,1,lidc_small,0.5464520520861299
cspresnext50,20569896,25.435111424,5.580521472,0.321042944,5.182861824,0.038408323152,2.957440882683,5.3604736328125,0,0.488031914893617,2.6213320016860964,0.9967672413793104,0.5106382978723404,0.598404255319149,0.5990691489361702,0.609375,0.609375,0.6110372340425532,0.6136968085106383,0.6043882978723404,0.6279920212765957,0.0,CNN,0,lidc_small,0.5455813292140014
adv_inception_v3,23834568,25.435111424,3.003121664,0.379173888,2.597266432,0.028288847975,2.206530142075,3.8049259185791016,0,0.5844414893617021,1.7891333103179932,0.976293103448276,0.6073803191489362,0.6110372340425532,0.6256648936170213,0.6216755319148937,0.6246675531914894,0.6476063829787234,0.6216755319148937,0.6216755319148937,0.6060505319148937,0.0,CNN,0,lidc_small,0.5453755518967761
resnetrs50,35691912,25.435111424,5.838471168,0.566638592,5.337667072,0.045220467405,3.029771316139,6.355670213699341,0,0.4501329787234042,3.1305168867111206,0.9556992337164752,0.5511968085106383,0.605718085106383,0.616688829787234,0.6223404255319149,0.6196808510638298,0.6456117021276596,0.6276595744680851,0.6097074468085106,0.6419547872340425,0.0,CNN,0,lidc_small,0.5450263404707545
cspdarknet53,27642184,25.435111424,6.824132608,0.45230848,5.607082496,0.043160023455,3.431221864687,6.197739362716675,0,0.5492021276595744,3.088712787628174,0.9967672413793104,0.5398936170212766,0.6186835106382979,0.5821143617021277,0.629654255319149,0.6183510638297872,0.645279255319149,0.6276595744680851,0.6233377659574468,0.636968085106383,0.0,Other,1,lidc_small,0.5445388686440769
res2net50_14w_8s,25059816,25.435111424,6.306136064,0.394106368,5.29035776,0.046123623309,3.413148124864,6.542944669723511,0,0.5731382978723404,3.2149640560150146,0.988146551724138,0.6658909574468085,0.6392952127659575,0.6316489361702128,0.6329787234042553,0.5914228723404256,0.6077127659574468,0.6306515957446809,0.6446143617021277,0.6419547872340425,0.0,CNN,0,lidc_small,0.5433876976800298
mobilevitv2_050,1370593,25.435111424,3.10378496,0.03735296,2.86905856,0.00248281879,0.366215771463,1.9666457176208496,0,0.4906914893617021,0.9197725296020508,0.9719827586206896,0.5242686170212766,0.5305851063829787,0.519281914893617,0.5425531914893617,0.5591755319148937,0.5485372340425532,0.5558510638297872,0.5478723404255319,0.546875,0.0,Other,1,lidc_small,0.5415867525219413
lambda_resnet26rpt_256,10988688,25.435111424,6.729760768,0.166514176,5.95629568,0.007801286716,1.154590433991,4.958142042160034,0,0.5206117021276596,2.535319757461548,0.9665948275862069,0.520279255319149,0.5438829787234043,0.5618351063829787,0.5724734042553191,0.5581781914893617,0.5684840425531915,0.5811170212765957,0.5821143617021277,0.5575132978723404,0.0,Other,0,lidc_small,0.5409175797228051
legacy_seresnet50,28088024,25.435111424,5.507121152,0.438726144,4.77255424,0.040581699489,3.185663409907,5.692639350891113,0,0.5482047872340425,2.820537257194519,0.9606082375478928,0.6236702127659575,0.651595744680851,0.6070478723404256,0.5954122340425532,0.6555851063829787,0.6432845744680851,0.6612367021276596,0.6379654255319149,0.6269946808510638,0.0,CNN,0,lidc_small,0.5406997793040678
gluon_seresnext50_32x4d,27559896,25.435111424,6.576668672,0.433335808,6.04257024,0.05286159724,4.096773786091,7.3312413692474365,0,0.628656914893617,3.5577836275100707,0.96875,0.6386303191489362,0.644281914893617,0.6419547872340425,0.6505984042553191,0.6519281914893617,0.6309840425531915,0.6642287234042553,0.6276595744680851,0.6509308510638298,0.0,CNN,0,lidc_small,0.538897961616152
seresnext26t_32x4d,16806976,25.435111424,4.745854976,0.262693376,4.107323392,0.035686602086,3.104734381503,4.822927713394165,0,0.5445478723404256,2.3091323375701904,0.9600095785440612,0.5319148936170213,0.5126329787234043,0.5724734042553191,0.5794547872340425,0.5917553191489362,0.5791223404255319,0.5821143617021277,0.6336436170212766,0.613031914893617,0.0,Other,0,lidc_small,0.5375835421122445
selecsls60,30670768,25.435111424,3.105882112,0.495925248,2.82509824,0.027076966881,1.841233747886,3.862029075622559,0,0.5059840425531915,1.9328736782073968,0.9795258620689656,0.5146276595744681,0.5638297872340425,0.6133643617021277,0.5811170212765957,0.6027260638297872,0.6293218085106383,0.6466090425531915,0.6126994680851063,0.5947473404255319,0.0,CNN,0,lidc_small,0.53750930544626
legacy_senet154,115088984,25.435111424,17.882415104,1.853174272,16.582014464,0.042491347299,5.077716002259,26.27131581306457,0,0.5924202127659575,12.991351342201233,0.9859913793103448,0.6386303191489362,0.6402925531914894,0.6552526595744681,0.6037234042553191,0.6545877659574468,0.6100398936170213,0.65625,0.6097074468085106,0.6269946808510638,0.0,CNN,0,lidc_small,0.5372204394042014
resnetv2_50,25549352,25.435111424,4.185915392,0.383507968,3.583028736,0.034152873008,2.476083293059,4.838453531265259,0,0.4770611702127659,2.463980031013489,0.9643199233716476,0.4740691489361702,0.488031914893617,0.5721409574468085,0.5608377659574468,0.5874335106382979,0.604720744680851,0.5927526595744681,0.6160239361702128,0.6087101063829787,0.0,CNN,0,lidc_small,0.5366321234654212
dla46x_c,1068440,25.435111424,2.982150144,0.015464448,2.25071616,0.003073477889,0.453337988621,2.307422876358032,0,0.4926861702127659,1.0380973100662232,0.9536637931034484,0.526595744680851,0.5618351063829787,0.5654920212765957,0.5375664893617021,0.5757978723404256,0.5392287234042553,0.5764627659574468,0.5797872340425532,0.5408909574468085,0.0,CNN,0,lidc_small,0.5344311353231425
dpn107,86917800,25.435111424,16.240345088,1.379872256,14.52868608,0.039589137799,4.691312829226,24.518100023269653,0,0.4747340425531915,11.803154563903808,0.9589319923371648,0.5206117021276596,0.5518617021276596,0.5375664893617021,0.6376329787234043,0.6190159574468085,0.5867686170212766,0.6303191489361702,0.5907579787234043,0.616688829787234,0.0,CNN,0,lidc_small,0.533608618290408
gcresnet33ts,19880698,25.435111424,5.161091072,0.325801984,4.49191168,0.033145257305,2.485894297884,4.583510637283325,0,0.5322473404255319,2.239060974121094,0.990301724137931,0.616688829787234,0.6107047872340425,0.6000664893617021,0.6432845744680851,0.6246675531914894,0.6206781914893617,0.6033909574468085,0.6073803191489362,0.6013962765957447,0.0,Other,0,lidc_small,0.5320430199206108
mobilenetv2_050,1968680,25.435111424,2.353004544,0.030681088,1.91940352,0.001503083673,0.221704841743,1.40289044380188,0,0.5116356382978723,0.6605051279067993,0.9347461685823756,0.4790558510638298,0.4946808510638298,0.5079787234042553,0.5059840425531915,0.5136303191489362,0.5132978723404256,0.5189494680851063,0.5246010638297872,0.5342420212765957,0.0,CNN,1,lidc_small,0.5311025230887251
resnext50d_32x4d,25048136,25.435111424,6.090129408,0.395328,5.416594944,0.048562962344,3.715066619342,6.882548332214356,0,0.573470744680851,3.3648528099060058,0.9827586206896552,0.6349734042553191,0.598404255319149,0.6439494680851063,0.6053856382978723,0.6522606382978723,0.659906914893617,0.6136968085106383,0.6283244680851063,0.6319813829787234,0.0,CNN,0,lidc_small,0.5306366607029043
lamhalobotnet50ts_256,22569824,25.435111424,6.987710464,0.350022144,6.441659392,0.052454869985,4.248844468767,7.140052556991577,0,0.5172872340425532,3.368452215194702,0.9892241379310344,0.5558510638297872,0.6126994680851063,0.5498670212765957,0.6389627659574468,0.6678856382978723,0.6476063829787234,0.6419547872340425,0.664561170212766,0.6376329787234043,0.0,Other,0,lidc_small,0.5285887998765361
res2next50,24671464,25.435111424,6.020923392,0.38507264,5.469948928,0.053056355115,4.058811166315,7.171566724777222,0,0.6379654255319149,3.366972255706787,0.9935344827586208,0.6276595744680851,0.6472739361702128,0.6070478723404256,0.6289893617021277,0.6788563829787234,0.6373005319148937,0.6120345744680851,0.6559175531914894,0.6386303191489362,0.0,CNN,0,lidc_small,0.5283794452333833
ecaresnet269d,102093077,25.435111424,19.709034496,1.640491008,19.0542976,0.040269007606,4.792011905074,24.913442611694336,0,0.5285904255319149,12.488545346260072,0.9849137931034484,0.5721409574468085,0.589095744680851,0.5428856382978723,0.5731382978723404,0.5741356382978723,0.5598404255319149,0.6160239361702128,0.5814494680851063,0.6070478723404256,0.0,Other,1,lidc_small,0.5240540571716232
fbnetc_100,5572200,25.435111424,3.055550464,0.077947392,2.359907328,0.003416361896,0.507329741569,2.428123950958252,0,0.5216090425531915,1.1156854391098023,0.9342672413793104,0.5219414893617021,0.5365691489361702,0.511968085106383,0.5076462765957447,0.5209441489361702,0.5302526595744681,0.5435505319148937,0.5146276595744681,0.5302526595744681,0.0,CNN,1,lidc_small,0.5232227585541073
resnet34d,21816904,25.435111424,2.290089984,0.363918336,1.99264768,0.025938295938,2.126940266932,3.638526678085327,0,0.535904255319149,1.800927495956421,0.9935344827586208,0.5269281914893617,0.5605053191489362,0.582779255319149,0.5844414893617021,0.5555186170212766,0.5831117021276596,0.6033909574468085,0.6023936170212766,0.5761303191489362,0.0,CNN,0,lidc_small,0.5227998270690365
fbnetv3_b,8598464,25.435111424,4.009754624,0.12582656,3.753330688,0.004608329429,0.679728590808,3.0929832458496094,0,0.4833776595744681,1.3763611316680908,0.9449233716475096,0.5445478723404256,0.5325797872340425,0.6087101063829787,0.5777925531914894,0.5731382978723404,0.5904255319148937,0.569813829787234,0.5867686170212766,0.5319148936170213,0.0,CNN,1,lidc_small,0.5224463339966962
densenet201,20013928,25.435111424,9.256828928,0.310030848,8.852406784,0.061306603553,4.59799526646,8.88529920578003,0,0.5764627659574468,4.3556512832641605,0.961206896551724,0.5408909574468085,0.6329787234042553,0.5917553191489362,0.6230053191489362,0.6376329787234043,0.5714760638297872,0.6366356382978723,0.6343085106382979,0.6466090425531915,0.0,CNN,0,lidc_small,0.5209946890855208
halonet50ts,22733280,25.435111424,7.220494336,0.356950528,6.514756608,0.04766813846,3.908787353691,6.93807053565979,0,0.4640957446808511,3.516727113723755,0.9730603448275862,0.6136968085106383,0.5924202127659575,0.6023936170212766,0.6023936170212766,0.6732047872340425,0.6173537234042553,0.604720744680851,0.644281914893617,0.6173537234042553,0.0,Other,0,lidc_small,0.5198908746152773
cs3edgenet_x,47821120,25.435111424,6.142558208,0.774969344,5.763951104,0.055339667888,3.182030903574,7.93889594078064,0,0.5285904255319149,3.809698724746704,0.9487547892720308,0.582779255319149,0.6053856382978723,0.5784574468085106,0.6230053191489362,0.6382978723404256,0.5714760638297872,0.6402925531914894,0.59375,0.6326462765957447,0.0,Other,1,lidc_small,0.5195683255575572
cs3se_edgenet_x,50721584,25.435111424,7.113539584,0.821368832,6.407567872,0.060293410743,3.768338171466,8.582205295562744,0,0.4966755319148936,4.094528269767761,0.9676724137931034,0.609375,0.6013962765957447,0.6266622340425532,0.5472074468085106,0.5774601063829787,0.6263297872340425,0.6276595744680851,0.6156914893617021,0.6366356382978723,0.0,Other,1,lidc_small,0.5146109765825859
