model,num_param,memT,memR,memA,memM,energy,co2,train_time,infer_time,test_00,inf_time,tr_acc,test_01,test_02,test_03,test_04,test_05,test_06,test_07,test_08,test_09,pretrain,type,efficient,dataset,pen,conv_idx,best_test,energy_conv,time_conv,co2_conv,E_n,pepr_e,C_n,pepr_c,T_n,pepr_t,pepr_m
hardcorenas_a,5260232,25.435111424,2.350907392,0.0822272,2.089581056,0.018172236396,1.035817474546,11.2712399959564,0,0.575797872340426,0.85634868144989,0.920664612676056,0.638962765957447,0.635970744680851,0.617021276595745,0.606050531914894,0.649601063829787,0.644281914893617,0.650265957446808,0.628656914893617,0.600398936170213,1,Other,1,derma_pt,0.5603327972048981,8,0.650265957446808,2.2715295495000003,1.40890499949455,0.12947718431825,0.00872645713139861,0.6446405295009559,0.005998491929109879,0.6463886006427837,0.009759447710217327,0.6439810579850326,0.6272230919587157
efficientnet_b0,5288548,25.435111424,4.527751168,0.108824064,3.88640256,0.02168154435,1.27921111664,13.7132513523102,0,0.823084677419355,0.91103413105011,0.979880136986301,0.834173387096774,0.823588709677419,0.830645161290323,0.817540322580645,0.836189516129032,0.839717741935484,0.853326612903226,0.862399193548387,0.852822580645161,1,CNN,1,derma_pt,0.7857851867292561,9,0.862399193548387,2.4090604833333336,1.523694594701133,0.1421345685155555,0.009267447812671659,0.8544803415758786,0.006605677107458635,0.8567398467556256,0.010587638779520231,0.8533640828913172,0.7571721733048057
fbnetc_100,5572200,25.435111424,3.070230528,0.100230656,2.377075712,0.018474631402,1.08076593701,11.921498298645,0,0.808467741935484,0.826724338531494,0.969178082191781,0.824092741935484,0.825604838709677,0.815020161290323,0.842741935483871,0.84375,0.830141129032258,0.830141129032258,0.84375,0.852822580645161,1,CNN,1,derma_pt,0.7950287242762636,10,0.852822580645161,1.8474631402,1.1921498298645,0.108076593701,0.007058352587367518,0.8468452482957528,0.004971887914556078,0.8486034195592036,0.008195589109707612,0.845890013661189,0.7966425302502825
mobilevit_s,5578632,25.435111424,6.744440832,0.122594304,6.263985152,0.036835799683,2.154894281432,23.129732131958,0,0.775201612903226,1.75543987751007,0.976018190928246,0.823084677419355,0.800907258064516,0.845262096774193,0.83820564516129,0.839213709677419,0.872479838709677,0.839717741935484,0.836189516129032,0.836189516129032,1,Other,1,derma_pt,0.7303337445644055,7,0.872479838709677,5.262257097571428,3.304247447422572,0.3078420402045714,0.020490761267469956,0.854961036223434,0.014554801443325402,0.8599632444383194,0.023434081598591488,0.8525022318456253,0.7018689329228548
tinynet_a,6187972,25.435111424,4.81296384,0.122365952,4.244470784,0.023763672367,1.342647488743,15.1030969619751,0,0.817036290322581,1.00863809585571,0.97787781692531,0.810483870967742,0.815020161290323,0.829637096774193,0.831149193548387,0.830141129032258,0.835181451612903,0.856350806451613,0.852822580645161,0.854838709677419,1,CNN,1,derma_pt,0.7817416544037297,8,0.856350806451613,2.970459045875,1.8878871202468877,0.167830936092875,0.011475761116085849,0.8466350251504748,0.007838353092254243,0.8496906312645808,0.013215237532012095,0.8451815317518426,0.7431221998207886
ese_vovnet19b_dw,6543080,25.435111424,3.839885312,0.133867008,3.329199616,0.020419759188,1.153716394135,12.8917181491852,0,0.836189516129032,0.967909288406372,0.986301369863014,0.845262096774193,0.818548387096774,0.830645161290323,0.846270161290323,0.870967741935484,0.852318548387097,0.86491935483871,0.859879032258064,0.863407258064516,1,CNN,1,derma_pt,0.7991938361634837,6,0.870967741935484,3.403293198,2.148619691530867,0.1922860656891666,0.013178354389538873,0.8596391130565163,0.009011485865503497,0.8631891253332867,0.015096387009237457,0.8580148181805696,0.7870181099920762
densenet121,7978856,25.435111424,6.25999872,0.154098176,5.689198592,0.040154341279,2.168334429053,25.2514414787292,0,0.802923387096774,1.88781154155731,0.972878921521853,0.796875,0.808467741935484,0.817036290322581,0.804939516129032,0.827620967741935,0.841733870967742,0.827116935483871,0.836189516129032,0.813004032258064,1,CNN,0,derma_pt,0.7020763538073311,7,0.841733870967742,5.736334468428572,3.6073487826756,0.3097620612932857,0.022355588566228404,0.8233278913731046,0.014646906441404905,0.8295830457118251,0.025620915853896427,0.8207066158230046,0.6897598056445104
densenetblur121d,7998088,25.435111424,6.83671552,0.154417152,6.432128,0.043679905148,2.336874925429,27.716952085495,0,0.781754032258065,2.06000480651855,0.978025114155251,0.815020161290323,0.780745967741936,0.829637096774193,0.814516129032258,0.842741935483871,0.820564516129032,0.830645161290323,0.842741935483871,0.852318548387097,1,CNN,0,derma_pt,0.7273137812563789,10,0.852318548387097,4.3679905148,2.7716952085495,0.2336874925429,0.01697308074012389,0.8380935194143034,0.010997546520392091,0.8430470987002592,0.01959179077616814,0.8359409678438723,0.683268079097844
crossvit_9_240,8553296,25.435111424,2.344615936,0.172932096,1.929966592,0.023208169962,1.241637092978,14.4138154983521,0,0.644153225806452,1.21421144008636,0.890406355738095,0.736895161290323,0.752016129032258,0.75554435483871,0.766633064516129,0.767641129032258,0.782258064516129,0.773185483870968,0.759072580645161,0.770161290322581,1,Other,1,derma_pt,0.7057156263796772,7,0.782258064516129,3.315452851714286,2.0591164997645857,0.1773767275682857,0.01283282624211891,0.772346673851909,0.008296272596721143,0.7758216367313713,0.014450633847014543,0.7711149645100408,0.7547530294623451
fbnetv3_b,8598464,25.435111424,4.034920448,0.149295616,3.768149504,0.023994312866,1.283695738356,15.2521965503693,0,0.740927419354839,1.10524914264679,0.69016515664314,0.790826612903226,0.780745967741936,0.777217741935484,0.793850806451613,0.683971774193548,0.741935483870968,0.675907258064516,0.67741935483871,0.60383064516129,1,CNN,1,derma_pt,0.5517393288701498,5,0.793850806451613,4.7988625732,3.05043931007386,0.2567391476712,0.018667955935967588,0.7793028158250161,0.012103353463764358,0.7843574509804592,0.021602890955482106,0.7770639780679773,0.7114456031338359
resnet14t,10081632,25.435111424,2.512388096,0.173164032,2.127376384,0.018551189416,0.983213039038,11.6104159355164,0,0.798891129032258,0.870490217208862,0.985730593607306,0.790322580645161,0.758064516129032,0.789314516129032,0.807963709677419,0.844254032258064,0.846774193548387,0.815020161290323,0.819556451612903,0.814012096774193,1,CNN,0,derma_pt,0.7586352942868944,7,0.846774193548387,2.6501699165714285,1.6586308479309142,0.1404590055768571,0.010215874126034055,0.838211134111266,0.006525298968823581,0.8412845602747391,0.011561185202860967,0.8370963674120936,0.8108364035741558
seresnext26ts,10388064,25.435111424,4.829741056,0.17604352,4.012693504,0.030692617803,1.626708743564,19.324321269989,0,0.820060483870968,1.82805914878845,0.992865296803653,0.824092741935484,0.817540322580645,0.763608870967742,0.8125,0.790826612903226,0.850806451612903,0.838709677419355,0.852318548387097,0.84375,1,Other,0,derma_pt,0.752831028537156,9,0.852318548387097,3.410290867,2.147146807776556,0.1807454159515555,0.013205880369433846,0.8412096345871242,0.008457871361909331,0.8451702074932014,0.015085760356453759,0.8396517631060059,0.7391177162430983
gcresnext26ts,10476600,25.435111424,4.716494848,0.177501696,4.017281024,0.031087040958,1.663156691269,19.5462837219238,0,0.781754032258065,1.85363683700562,0.980579798080061,0.826108870967742,0.816532258064516,0.841733870967742,0.828629032258064,0.841229838709677,0.838709677419355,0.841733870967742,0.837197580645161,0.823588709677419,1,Other,0,derma_pt,0.7338260739773529,4,0.841733870967742,7.7717602395,4.88657093048095,0.41578917281725,0.03036212457875251,0.816930136394398,0.019733114588123442,0.8254452649679064,0.03485032690426411,0.8133870658240728,0.7333210907787442
eca_botnext26ts_256,10593301,25.435111424,4.815060992,0.179846656,4.044297728,0.037880421656,2.026602558586,23.5647361278534,0,0.820060483870968,1.94070632457733,0.982591324200913,0.834677419354839,0.815020161290323,0.784274193548387,0.842741935483871,0.848790322580645,0.826108870967742,0.853326612903226,0.852318548387097,0.842741935483871,1,Other,0,derma_pt,0.7334236554667758,8,0.853326612903226,4.735052707,2.945592015981675,0.25332531982325,0.01841695391027558,0.8378951367873689,0.011939589321158123,0.8432584532794741,0.020846432215023525,0.8359010581559123,0.7404345868563759
bat_resnext26ts,10731200,25.435111424,5.226102784,0.182175232,4.521063424,0.036687131997,1.944417995856,22.7344083786011,0,0.81804435483871,2.09345095157623,0.990439497716895,0.819556451612903,0.831653225806452,0.843245967741935,0.835685483870968,0.855342741935484,0.817036290322581,0.852822580645161,0.863407258064516,0.848790322580645,1,Other,0,derma_pt,0.7417183383401647,9,0.863407258064516,4.076347999666667,2.526045375400122,0.216046443984,0.0158258778632688,0.8499559588702775,0.010151290844770346,0.8547306387565619,0.017819461170650062,0.8482911665605841,0.7368390258997252
lambda_resnet26rpt_256,10988688,25.435111424,6.757023744,0.188609024,5.973276672,0.034367858566,1.821496503992,21.4754636287689,0,0.776713709677419,1.75169498920441,0.978881278538813,0.780745967741936,0.787298387096774,0.767641129032258,0.807963709677419,0.845766129032258,0.846774193548387,0.842237903225806,0.837197580645161,0.823588709677419,1,Other,0,derma_pt,0.7254813083939614,7,0.846774193548387,4.909694080857142,3.067923375538414,0.2602137862845714,0.019103921948578375,0.8309007308394141,0.01227003474903391,0.8365101845164494,0.021729036072091253,0.8287659092118043,0.6808662696679159
resnet18d,11708744,25.435111424,1.728053248,0.199392256,1.464306688,0.020417613515,1.122968743314,12.5149028301239,0,0.658909574468085,1.0893670797348,0.979093309859155,0.672872340425532,0.650265957446808,0.654255319148936,0.668218085106383,0.656582446808511,0.684840425531915,0.671542553191489,0.678523936170213,0.668882978723404,1,CNN,0,derma_pt,0.6191415769732301,7,0.684840425531915,2.9168019307142856,1.7878432614462714,0.1604241061877143,0.011264695878056426,0.6772118401080786,0.007483041341669847,0.6797537997462567,0.01249343491350683,0.6763899912007016,0.6797521595879884
halonet26t,12480288,25.435111424,3.745513472,0.20950784,3.038918656,0.028246463532,1.497062567206,17.5580914020538,0,0.727318548387097,1.37558934688568,0.915943990015004,0.766129032258065,0.776209677419355,0.761088709677419,0.790322580645161,0.725806451612903,0.780745967741936,0.766633064516129,0.801915322580645,0.781754032258065,1,Other,0,derma_pt,0.703557620438193,9,0.801915322580645,3.138495948,1.9508990446726449,0.1663402852451111,0.01213674985240739,0.7922993831590271,0.007766845339408445,0.7957349721210226,0.013669859860587124,0.7911010816588102,0.7275351863248404
botnet26t_256,12488672,25.435111424,3.81681664,0.211342848,3.050554368,0.027223011311,1.442819599473,17.0697929859161,0,0.774193548387097,1.3529803276062,0.971461187214612,0.829637096774193,0.806451612903226,0.842237903225806,0.804939516129032,0.828629032258064,0.831149193548387,0.832661290322581,0.83366935483871,0.83820564516129,1,Other,0,derma_pt,0.7571065111430745,4,0.842237903225806,6.805752827749999,4.267448246479025,0.36070489986825,0.026562244848198503,0.8204450411580749,0.017090676500333538,0.8280853641524162,0.030383442281398627,0.817402404449537,0.7618032455636178
dpn68,12611602,25.435111424,4.496293888,0.22129664,4.234037248,0.042639517645,2.259894435192,26.8967339992523,0,0.725302419354839,1.84841840267181,0.95718257448989,0.749495967741936,0.779233870967742,0.761592741935484,0.752520161290323,0.760584677419355,0.790322580645161,0.782762096774194,0.776209677419355,0.78125,1,CNN,0,derma_pt,0.6690055058239874,7,0.790322580645161,6.091359663571429,3.842390571321757,0.3228420621702857,0.023752113092282923,0.7719862753278829,0.015274364891073663,0.7784325183173052,0.027316709884003473,0.7693076273765643,0.6947913378898882
dpn68b,12611602,25.435111424,4.628414464,0.220248064,4.265887744,0.041638116767,2.186001130283,26.2539176940918,0,0.80695564516129,1.88767223358154,0.983019406392694,0.82258064516129,0.786290322580645,0.840725806451613,0.841229838709677,0.852318548387097,0.872983870967742,0.85383064516129,0.852318548387097,0.856350806451613,1,CNN,0,derma_pt,0.7357990902809997,7,0.872983870967742,5.948302395285714,3.750559670584543,0.3122858757547143,0.023189384061992634,0.8531987182099712,0.014767975906469251,0.8602792871818066,0.026654162623167412,0.850319321491097,0.763297041158757
gc_efficientnetv2_rw_t,13677713,25.435111424,6.088032256,0.245718528,5.555784192,0.036697176234,1.908253164157,22.9202487468719,0,0.840725806451613,1.60057165622711,0.984018264840183,0.803931451612903,0.83366935483871,0.850302419354839,0.842741935483871,0.851310483870968,0.850806451612903,0.825604838709677,0.875,0.846774193548387,1,Other,1,derma_pt,0.7399309824175465,9,0.875,4.077464026,2.5466943052079887,0.2120281293507777,0.015830267856338433,0.8613643712807196,0.009958528971605912,0.8663722072736709,0.017968440346216984,0.8595551348354251,0.7217967988300292
sehalonet33ts,13691712,25.435111424,5.637144576,0.243127296,4.795500032,0.03766964302,1.958821437039,23.4673907756805,0,0.73991935483871,1.86933417320251,0.94347473856521,0.787298387096774,0.793346774193548,0.775201612903226,0.783770161290323,0.774697580645161,0.783266129032258,0.765120967741936,0.813508064516129,0.790826612903226,1,Other,0,derma_pt,0.6887397772315085,9,0.813508064516129,4.185515891111111,2.6074878639645,0.2176468263376666,0.016255299887242274,0.800495765784829,0.010228062508622038,0.8052716952803773,0.018407057472992917,0.7988044255454332,0.6830023467321804
sebotnet33ts_256,13701984,25.435111424,6.786383872,0.24574464,5.310598656,0.039873085081,2.053463881664,24.9957239627838,0,0.726310483870968,2.06680181026459,0.823179039508785,0.750504032258065,0.764616935483871,0.788306451612903,0.784778225806452,0.796370967741936,0.71875,0.784274193548387,0.779233870967742,0.735383064516129,1,Other,0,derma_pt,0.6356536128510059,6,0.796370967741936,6.645514180166667,4.1659539937973,0.3422439802773333,0.025931931269237193,0.7762415258453857,0.016205090933871947,0.7836714998249883,0.029651175271437465,0.7734376329265065,0.6396293359294262
densenet169,14149480,25.435111424,7.537164288,0.243029504,6.892307456,0.048852029744,2.515879531817,30.8476948738098,0,0.725302419354839,2.33236474990845,0.956759095464123,0.761592741935484,0.768145161290323,0.796370967741936,0.778729838709677,0.809475806451613,0.804939516129032,0.775201612903226,0.755040322580645,0.79133064516129,1,CNN,0,derma_pt,0.6637437350654837,6,0.809475806451613,8.142004957333333,5.1412824789683,0.4193132553028333,0.03181851650859379,0.7845137429697124,0.019902167736796938,0.7936798568120231,0.03668803553391732,0.7808287341087282,0.6322492393955864
maxvit_nano_rw_256,15451148,25.435111424,9.313452032,0.28503552,8.43572736,0.061429731881,3.132916325913,38.655298948288,0,0.582157258064516,3.3161167383194,0.814888974847315,0.643649193548387,0.718245967741936,0.736895161290323,0.745463709677419,0.734879032258065,0.762600806451613,0.760584677419355,0.757560483870968,0.766633064516129,1,Other,0,derma_pt,0.6173990979548191,10,0.766633064516129,6.1429731881,3.8655298948288,0.3132916325913,0.02395513967706168,0.7486979017048659,0.01481622289294595,0.7554402927563387,0.027483656906020195,0.7461267722978974,0.5621569770354078
gcresnext50ts,15667320,25.435111424,6.828326912,0.260716032,6.073332736,0.046422512776,2.367548151599,28.9330103397369,0,0.827116935483871,2.75699489116669,0.991295662100457,0.843245967741935,0.837197580645161,0.828125,0.846270161290323,0.850302419354839,0.817540322580645,0.852318548387097,0.835685483870968,0.86491935483871,1,Other,0,derma_pt,0.7313317548076995,10,0.86491935483871,4.6422512776,2.8933010339736898,0.2367548151599,0.01805191088239169,0.8495827625224387,0.01114468852076313,0.8553863405088237,0.020469160004714267,0.8475703026975497,0.6935886746447691
dla34,15742104,25.435111424,2.95698432,0.275754496,2.290753024,0.026196202847,1.336006345194,16.5860049724579,0,0.756552419354839,1.26055567264557,0.963470319634703,0.821068548387097,0.773185483870968,0.716733870967742,0.589717741935484,0.780745967741936,0.797883064516129,0.765625,0.80241935483871,0.787298387096774,1,CNN,0,derma_pt,0.7137293651914943,2,0.821068548387097,13.0981014235,8.29300248622895,0.668003172597,0.05131378152973927,0.7809928518128827,0.03183202855416402,0.7957385753353716,0.05942725992319247,0.7750117251529131,0.7708098910563288
ecaresnet26t,16011916,25.435111424,3.854565376,0.268383744,3.391280128,0.0286473681,1.461015773114,17.8382904529572,0,0.829133064516129,1.34893755912781,0.993864155251142,0.828125,0.818548387096774,0.849798387096774,0.870463709677419,0.846774193548387,0.850302419354839,0.845262096774193,0.878528225806452,0.857862903225806,1,Other,1,derma_pt,0.7709590359121907,9,0.878528225806452,3.1830409,1.9820322725508,0.1623350859015555,0.012311971551686758,0.8678433630097556,0.00757471261752608,0.8719236546976938,0.013894481798149123,0.8664888127691314,0.7933556058536785
resnet26d,16014408,25.435111424,3.374317568,0.268406272,2.95417088,0.025202761108,1.297942197042,15.939840555191,0,0.754032258064516,1.23740217685699,0.977026255707763,0.790322580645161,0.778729838709677,0.784274193548387,0.807963709677419,0.781754032258065,0.823084677419355,0.815020161290323,0.839717741935484,0.832661290322581,1,CNN,0,derma_pt,0.7575378400153044,9,0.839717741935484,2.8003067897777774,1.7710933950212222,0.1442157996713333,0.010806451438760932,0.8307403862927935,0.006705515485658053,0.8341245071359171,0.01237258694152577,0.8294552349272429,0.7740742903460114
maxxvit_rmlp_nano_rw_256,16779628,25.435111424,6.67942912,0.306484224,5.66371328,0.064081181951,3.300180870495,40.6238567829132,0,0.658266129032258,3.19593751430511,0.722708609550511,0.682459677419355,0.698084677419355,0.695060483870968,0.710181451612903,0.709173387096774,0.707661290322581,0.711693548387097,0.722782258064516,0.734879032258065,1,Other,0,derma_pt,0.5868952344630387,10,0.734879032258065,6.4081181951,4.06238567829132,0.3300180870495,0.024998112148599656,0.7169564739174129,0.015618604733856374,0.7235777572730075,0.028903944184765953,0.7142348286363441,0.5926312005175642
seresnext26t_32x4d,16806976,25.435111424,4.75004928,0.279545344,4.122551296,0.035704256209,1.838769194764,22.1186165809631,0,0.795866935483871,1.60839776992798,0.978876675372799,0.796875,0.827620967741935,0.827116935483871,0.836189516129032,0.842237903225806,0.825604838709677,0.827116935483871,0.841733870967742,0.85383064516129,1,Other,0,derma_pt,0.7486529599793991,10,0.85383064516129,3.5704256209,2.2118616580963097,0.1838769194764,0.013835785272957857,0.8421784450342822,0.008608092173460365,0.8465435205079123,0.015552669060066127,0.8407546660790561,0.7428399777482928
seresnext26d_32x4d,16809512,25.435111424,4.783603712,0.280632832,4.156134912,0.035601416342,1.869074357949,22.2155163288116,0,0.741431451612903,1.61574602127075,0.969886949345401,0.816532258064516,0.783266129032258,0.768649193548387,0.799395161290323,0.828629032258064,0.827116935483871,0.755040322580645,0.805947580645161,0.857862903225806,1,Other,0,derma_pt,0.7524554883644238,10,0.857862903225806,3.5601416342,2.22155163288116,0.1869074357949,0.013795332257654565,0.846189438765123,0.008753468545280457,0.8504187891050595,0.015622580889305885,0.8446670243139324,0.7453262071240466
dla60x,17352344,25.435111424,6.824132608,0.290201088,5.580062208,0.050317219727,2.616495425812,31.6223018169403,0,0.782258064516129,2.14118413925171,0.953753314061796,0.795866935483871,0.779737903225807,0.754032258064516,0.779737903225807,0.761088709677419,0.79133064516129,0.819556451612903,0.808467741935484,0.75,1,CNN,0,derma_pt,0.6260494765831578,8,0.819556451612903,6.289652465875,3.9527877271175376,0.3270619282265,0.02453211621754165,0.7999324166026285,0.015476795352534711,0.8070656615332942,0.028113210109846794,0.7971461153828956,0.6573154793605975
resnet32ts,17963616,25.435111424,4.90733568,0.31247616,4.286032896,0.030522868545,1.602450598634,19.3393585681915,0,0.747479838709677,1.46725082397461,0.985587899543379,0.787802419354839,0.814012096774193,0.822076612903226,0.801915322580645,0.798387096774194,0.829637096774193,0.800403225806452,0.82258064516129,0.835685483870968,1,CNN,0,derma_pt,0.7460801423743342,10,0.835685483870968,3.0522868545,1.93393585681915,0.1602450598634,0.011797638389083686,0.8259413267671689,0.007474452341552066,0.8294855337807172,0.013547472803973771,0.8245153841280355,0.7224107890797733
edgenext_base,18511292,25.435111424,4.78150656,0.336878592,4.333129728,0.050626085939,2.657869511812,32.6384496688843,0,0.756048387096774,2.24207892417908,0.986872146118721,0.783266129032258,0.793850806451613,0.860383064516129,0.845262096774193,0.871471774193548,0.866431451612903,0.827620967741935,0.860383064516129,0.865927419354839,1,Other,1,derma_pt,0.7220853401486272,6,0.871471774193548,8.437680989833334,5.439741611480716,0.4429782519686667,0.03298158560003276,0.8436469597735686,0.021037397180509777,0.8535160187080592,0.03884137693784711,0.8388882013559683,0.7572146275898239
eca_resnet33ts,19676302,25.435111424,5.070913536,0.349088768,4.507156992,0.032989982083,1.731974059366,20.4609863758087,0,0.807963709677419,1.53659362792969,0.989440639269406,0.813004032258064,0.823084677419355,0.8125,0.825604838709677,0.835685483870968,0.834677419354839,0.853326612903226,0.840725806451613,0.847278225806452,1,Other,1,derma_pt,0.7499304288834793,8,0.853326612903226,4.123747760374999,2.557623296976088,0.21649675742075,0.016012329217324574,0.8398782065573731,0.01017289275241127,0.8447332323263722,0.018047291511799856,0.8381993842702888,0.7327941386117275
seresnet33ts,19779200,25.435111424,5.1380224,0.347655168,4.50507008,0.03283968809,1.724083624703,20.4352934360504,0,0.804435483870968,1.54444749355316,0.981164383561644,0.804939516129032,0.823084677419355,0.831653225806452,0.836189516129032,0.842237903225806,0.81804435483871,0.840725806451613,0.832157258064516,0.830645161290323,1,Other,0,derma_pt,0.7355934482832301,6,0.842237903225806,5.473281348333334,3.4058822393417336,0.2873472707838333,0.02132084472580788,0.824655550285885,0.01357165042002024,0.8309603991753182,0.024167362579732902,0.8223635452552673,0.7213193953143491
gcresnet33ts,19880698,25.435111424,5.165285376,0.349002752,4.5069184,0.033350465151,1.734224187837,20.6266074180603,0,0.802923387096774,1.55954346656799,0.985873287671233,0.807963709677419,0.820060483870968,0.801411290322581,0.788810483870968,0.831653225806452,0.807963709677419,0.837701612903226,0.802923387096774,0.821068548387097,1,Other,0,derma_pt,0.7258208660383139,8,0.837701612903226,4.168808143875,2.5783259272575374,0.216778023479625,0.016189578414204396,0.8243556425863819,0.010186385317656924,0.8292545069688377,0.018196658128864056,0.8227306642733114,0.716648506555987
